track_id,name,car_bbox,confidence,recorded_time,entry_point,exit_point
14,carrotation,"{'x1': 736.98059, 'y1': 0.43066, 'x2': 854.37921, 'y2': 79.67954}",0.59081,2024-09-17 12:28:49,West,West
14,two_wheelersrotation,"{'x1': 737.07629, 'y1': 0.49544, 'x2': 855.49963, 'y2': 82.40359}",0.82347,2024-09-17 12:28:50,West,West
14,two_wheelersrotation,"{'x1': 737.07532, 'y1': 0.48426, 'x2': 855.90601, 'y2': 83.35446}",0.82337,2024-09-17 12:28:50,West,West
14,two_wheelersrotation,"{'x1': 738.79083, 'y1': 0.55533, 'x2': 858.89551, 'y2': 85.72894}",0.83257,2024-09-17 12:28:51,West,West
14,two_wheelersrotation,"{'x1': 739.46008, 'y1': 0.57527, 'x2': 859.97455, 'y2': 86.52023}",0.83067,2024-09-17 12:28:52,West,West
14,two_wheelersrotation,"{'x1': 739.26318, 'y1': 1.32086, 'x2': 860.85724, 'y2': 87.55467}",0.53819,2024-09-17 12:28:52,West,West
14,carrotation,"{'x1': 739.62439, 'y1': 0.47797, 'x2': 861.36401, 'y2': 86.42393}",0.54945,2024-09-17 12:28:53,West,West
14,two_wheelersrotation,"{'x1': 739.31195, 'y1': 1.5843, 'x2': 862.22394, 'y2': 90.15315}",0.80049,2024-09-17 12:28:54,West,West
14,two_wheelersrotation,"{'x1': 739.18286, 'y1': 1.97731, 'x2': 862.53046, 'y2': 91.45288}",0.79932,2024-09-17 12:28:54,West,West
14,two_wheelersrotation,"{'x1': 741.22101, 'y1': 1.65413, 'x2': 864.84076, 'y2': 93.72466}",0.73049,2024-09-17 12:28:55,West,West
14,two_wheelersrotation,"{'x1': 741.98688, 'y1': 1.47866, 'x2': 865.66309, 'y2': 94.54742}",0.73461,2024-09-17 12:28:56,West,West
14,two_wheelersrotation,"{'x1': 741.78296, 'y1': 0.92651, 'x2': 866.3407, 'y2': 94.89498}",0.63541,2024-09-17 12:28:56,West,West
15,autorotation,"{'x1': 201.16277, 'y1': 1.8352, 'x2': 486.64487, 'y2': 180.33817}",0.733,2024-09-17 12:28:57,,
15,autorotation,"{'x1': 192.54427, 'y1': 1.13088, 'x2': 500.10925, 'y2': 185.31439}",0.71213,2024-09-17 12:28:58,,
15,autorotation,"{'x1': 189.55623, 'y1': 0.81442, 'x2': 504.68866, 'y2': 186.91373}",0.72748,2024-09-17 12:28:58,,
15,autorotation,"{'x1': 196.0619, 'y1': 0.8304, 'x2': 515.26221, 'y2': 190.00702}",0.93334,2024-09-17 12:28:59,,
15,autorotation,"{'x1': 198.43634, 'y1': 0.81236, 'x2': 518.59503, 'y2': 191.02142}",0.93355,2024-09-17 12:29:00,,
